,model,features,pcs,init_type,nl_type,score,lower,upper
0,expansion,3,False,kaiming_uniform,relu,tensor(0.1879),0.06631317734718323,0.3105592131614685
1,expansion,30,False,kaiming_uniform,relu,tensor(0.5357),0.39136725664138794,0.6493401527404785
2,expansion,300,False,kaiming_uniform,relu,tensor(0.5659),0.4363727867603302,0.6748891472816467
