,model,features,pcs,init_type,nl_type,score,lower,upper
0,expansion,3,False,kaiming_uniform,relu,tensor(0.2532),0.2442111372947693,0.26313626766204834
1,expansion,30,False,kaiming_uniform,relu,tensor(0.2965),0.2874390482902527,0.3053847849369049
2,expansion,300,False,kaiming_uniform,relu,tensor(0.3235),0.31500983238220215,0.3320896625518799
3,expansion,3000,False,kaiming_uniform,relu,tensor(0.3296),0.3209090232849121,0.3382810354232788
