,region,model,alpha,mean_score
0,V1,alexnet_mp,10000,0.2470483822628847
1,V2,alexnet_mp,10000,0.21928727659823785
2,V3,alexnet_mp,1000000,0.20091255135927558
3,V4,alexnet_mp,1000000,0.20944303768649566
4,V1,alexnet_untrained_mp,0,0.2768747691307584
5,V2,alexnet_untrained_mp,0,0.22397813705424902
6,V3,alexnet_untrained_mp,1,0.18312944699777584
7,V4,alexnet_untrained_mp,1,0.1613919127054797
